source_id,openalex_id,doi,title,year,venue,first_author,author_count,cited_by_count,is_top_venue,query_keys,themes,scale_or_instrument,diagnostic_boundary,safety_risk_type,human_oversight,doi_url,landing_page_url
PSY1729,https://openalex.org/W3195929293,10.2196/30000,Understanding Engagement Strategies in Digital Interventions for Mental Health Promotion: Scoping Review,2021,JMIR Mental Health,Maham Saleem,6,197,True,digital_mental_health_interventions,longitudinal_state_modeling;digital_mental_health,none,screening_only,none,not_specified,https://doi.org/10.2196/30000,https://doi.org/10.2196/30000
PSY1734,https://openalex.org/W2990464492,10.2196/15787,"A Chatbot Versus Physicians to Provide Information for Patients With Breast Cancer: Blind, Randomized Controlled Noninferiority Trial",2019,Journal of Medical Internet Research,Jean‐Emmanuel Bibault,10,197,True,chatbot_mental_health;ai_therapy_risk,longitudinal_state_modeling;llm_chatbot_safety,ISI,screening_only,ai_or_intervention_safety,clinical_review_context,https://doi.org/10.2196/15787,https://doi.org/10.2196/15787
PSY1736,https://openalex.org/W2800072875,10.2196/mental.9423,"Ethical Issues for Direct-to-Consumer Digital Psychotherapy Apps: Addressing Accountability, Data Protection, and Consent",2018,JMIR Mental Health,Nicole Martinez‐Martin,2,197,True,digital_phenotyping;chatbot_mental_health;conversational_agent_safety;llm_mental_health_safety;ai_therapy_risk,llm_chatbot_safety,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.2196/mental.9423,https://doi.org/10.2196/mental.9423
PSY1739,https://openalex.org/W2102116876,10.1186/s12888-015-0503-0,The validity of the Patient Health Questionnaire for screening depression in chronic care patients in primary health care in South Africa,2015,BMC Psychiatry,Arvin Bhana,5,197,True,phq9_screening,non_diagnostic_screening;clinical_scale_instruments,PHQ,diagnostic_claim_present,none,not_specified,https://doi.org/10.1186/s12888-015-0503-0,https://doi.org/10.1186/s12888-015-0503-0
PSY1745,https://openalex.org/W2912381274,10.1186/s12888-018-1979-1,A qualitative exploration of service user views about using digital health interventions for self-management in severe mental health problems,2019,BMC Psychiatry,Natalie Berry,3,196,True,ema_mental_health;digital_phenotyping;online_cbt_digital,longitudinal_state_modeling,none,screening_only,none,not_specified,https://doi.org/10.1186/s12888-018-1979-1,https://doi.org/10.1186/s12888-018-1979-1
PSY1765,https://openalex.org/W2923961203,10.1001/jamapsychiatry.2019.0219,Effectiveness of Self-guided App-Based Virtual Reality Cognitive Behavior Therapy for Acrophobia: A Randomized Clinical Trial,2019,JAMA Psychiatry,Tara Donker,7,193,True,online_cbt_digital,general,none,screening_only,none,not_specified,https://doi.org/10.1001/jamapsychiatry.2019.0219,https://doi.org/10.1001/jamapsychiatry.2019.0219
PSY1777,https://openalex.org/W2958153714,10.1001/jamapsychiatry.2019.1676,Efficacy of Short-term Treatment of Internet and Computer Game Addiction,2019,JAMA Psychiatry,Klaus Wölfling,12,190,True,online_cbt_digital,general,ISI,diagnostic_claim_present,none,not_specified,https://doi.org/10.1001/jamapsychiatry.2019.1676,https://doi.org/10.1001/jamapsychiatry.2019.1676
PSY1783,https://openalex.org/W4293689835,10.2196/40238,Artificial Intelligence Applications in Health Care Practice: Scoping Review,2022,Journal of Medical Internet Research,Malvika Sharma,6,189,True,clinical_governance_ai_mental_health;digital_health_clinical_safety;human_oversight_mental_health_ai,general,ISI,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.2196/40238,https://doi.org/10.2196/40238
PSY1792,https://openalex.org/W2131587947,10.2196/jmir.8.4.e31,Does the Quality of the Working Alliance Predict Treatment Outcome in Online Psychotherapy for Traumatized Patients?,2006,Journal of Medical Internet Research,Christine Knaevelsrud,2,188,True,stress_burnout_screening,non_diagnostic_screening,ISI,screening_or_validation,ai_or_intervention_safety,not_specified,https://doi.org/10.2196/jmir.8.4.e31,https://doi.org/10.2196/jmir.8.4.e31
PSY1794,https://openalex.org/W2900152104,10.1037/pas0000662,Response compliance and predictors thereof in studies using the experience sampling method.,2018,Psychological Assessment,Aki Rintala,4,187,True,subclinical_symptoms_monitoring;ema_mental_health,non_diagnostic_screening;longitudinal_state_modeling,none,screening_only,none,not_specified,https://doi.org/10.1037/pas0000662,https://doi.org/10.1037/pas0000662
PSY1804,https://openalex.org/W3215476602,10.1001/jamapsychiatry.2021.3422,Prevention of Incident and Recurrent Major Depression in Older Adults With Insomnia,2021,JAMA Psychiatry,Michael R. Irwin,6,186,True,online_cbt_digital,non_diagnostic_screening;longitudinal_state_modeling,none,diagnostic_claim_present,ai_or_intervention_safety,not_specified,https://doi.org/10.1001/jamapsychiatry.2021.3422,https://doi.org/10.1001/jamapsychiatry.2021.3422
PSY1806,https://openalex.org/W2950361006,10.1038/s41746-019-0129-6,By the numbers: ratings and utilization of behavioral health mobile applications,2019,npj Digital Medicine,Andrew D. Carlo,4,186,True,mental_health_apps_evaluation;online_cbt_digital,digital_mental_health,none,screening_only,none,clinical_review_context,https://doi.org/10.1038/s41746-019-0129-6,https://doi.org/10.1038/s41746-019-0129-6
PSY1822,https://openalex.org/W3086229755,10.1007/s00127-020-01954-1,Risk factors for depression and anxiety in healthcare workers deployed during the COVID-19 outbreak in China,2020,Social Psychiatry and Psychiatric Epidemiology,Jie Chen,14,183,True,stress_burnout_screening,non_diagnostic_screening,none,screening_or_validation,ai_or_intervention_safety,not_specified,https://doi.org/10.1007/s00127-020-01954-1,https://doi.org/10.1007/s00127-020-01954-1
PSY1827,https://openalex.org/W2966264981,10.1002/da.22942,Developing an optimal short‐form of the PTSD Checklist for DSM‐5 (PCL‐5),2019,Depression and Anxiety,Kelly L. Zuromski,8,182,True,pcl5_trauma,non_diagnostic_screening;clinical_scale_instruments,ISI;PCL-5,diagnostic_claim_present,ai_or_intervention_safety,not_specified,https://doi.org/10.1002/da.22942,https://doi.org/10.1002/da.22942
PSY1834,https://openalex.org/W3027708473,10.1001/jamapsychiatry.2020.1011,Coached Mobile App Platform for the Treatment of Depression and Anxiety Among Primary Care Patients,2020,JAMA Psychiatry,Andrea K. Graham,7,181,True,digital_mental_health_interventions;mental_health_apps_evaluation,non_diagnostic_screening;clinical_scale_instruments;longitudinal_state_modeling;digital_mental_health,PHQ;GAD,diagnostic_claim_present,none,not_specified,https://doi.org/10.1001/jamapsychiatry.2020.1011,https://doi.org/10.1001/jamapsychiatry.2020.1011
PSY1839,https://openalex.org/W3132202418,10.1001/jamapsychiatry.2021.0113,"Effect of Layperson-Delivered, Empathy-Focused Program of Telephone Calls on Loneliness, Depression, and Anxiety Among Adults During the COVID-19 Pandemic",2021,JAMA Psychiatry,Maninder Kahlon,9,180,True,ucla_loneliness,clinical_scale_instruments;llm_chatbot_safety,GAD;UCLA Loneliness,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1001/jamapsychiatry.2021.0113,https://doi.org/10.1001/jamapsychiatry.2021.0113
PSY1844,https://openalex.org/W2782631640,10.1016/j.invent.2018.01.002,Barriers and facilitators for the implementation of blended psychotherapy for depression: A qualitative pilot study of therapists' perspective,2018,Internet Interventions,Ingrid Titzler,5,180,True,subclinical_symptoms_monitoring;mental_health_apps_evaluation;online_cbt_digital,non_diagnostic_screening,ISI,screening_only,none,not_specified,https://doi.org/10.1016/j.invent.2018.01.002,https://doi.org/10.1016/j.invent.2018.01.002
PSY1874,https://openalex.org/W3035140048,10.1186/s12888-020-02645-6,"Depression, anxiety, and burnout among medical students and residents of a medical school in Nepal: a cross-sectional study",2020,BMC Psychiatry,Nishan Babu Pokhrel,3,176,True,wearables_sleep_stress,longitudinal_state_modeling,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1186/s12888-020-02645-6,https://doi.org/10.1186/s12888-020-02645-6
PSY1875,https://openalex.org/W3001634602,10.1001/jamapsychiatry.2019.4491,Efficacy of Digital Cognitive Behavioral Therapy for the Treatment of Insomnia Symptoms Among Pregnant Women,2020,JAMA Psychiatry,Jennifer N. Felder,5,176,True,online_cbt_digital,clinical_scale_instruments,GAD;ISI,screening_only,none,not_specified,https://doi.org/10.1001/jamapsychiatry.2019.4491,https://doi.org/10.1001/jamapsychiatry.2019.4491
PSY1880,https://openalex.org/W4381996422,10.1177/20552076231183542,To chat or bot to chat: Ethical issues with using chatbots in mental health,2023,Digital Health,Simon Coghlan,6,175,True,chatbot_mental_health;conversational_agent_safety;llm_mental_health_safety;ai_therapy_risk,llm_chatbot_safety,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1177/20552076231183542,https://doi.org/10.1177/20552076231183542
